time,open,high,low,close,Volume,Volume MA
2019-05-01T13:30:00Z,182.89,184.5,181.71,182.08,87009.0,58317.8
2019-05-01T14:30:00Z,182.25,183.31,181.39,181.48,32466.0,54655.85
2019-05-01T15:30:00Z,181.28,183.5,181.06,183.02,41981.0,53202.35
2019-05-01T16:30:00Z,182.94,183.11,182.1,182.86,24737.0,51067.2
2019-05-01T17:30:00Z,182.88,184.77,182.77,184.71,33681.0,49363.5
2019-05-01T18:30:00Z,184.45,184.75,182.31,182.35,59890.0,46292.55
2019-05-01T19:30:00Z,182.42,182.42,180.47,180.52,44475.0,43053.0
2019-05-02T13:30:00Z,180.88,184.56,179.21,184.33,113790.0,47059.0
2019-05-02T14:30:00Z,184.285,184.87,181.62,182.05,95491.0,50206.3
2019-05-02T15:30:00Z,181.81,182.74,180.57,181.63,50492.0,51550.0
2019-05-02T16:30:00Z,181.65,182.28,180.72,182.26,44645.0,52207.85
2019-05-02T17:30:00Z,182.18,183.16,181.78,182.75,37663.0,53016.7
2019-05-02T18:30:00Z,182.84,182.93,182.04,182.78,28560.0,52825.2
2019-05-02T19:30:00Z,182.66,183.27,182.54,183.21,30461.0,49590.65
2019-05-03T13:30:00Z,183.74,183.86,180.53,182.42,94153.0,51188.1
2019-05-03T14:30:00Z,182.515,183.35,181.9,182.95,48260.0,51547.65
2019-05-03T15:30:00Z,182.95,182.95,182.0,182.75,31253.0,51066.9
2019-05-03T16:30:00Z,182.77,183.08,182.47,182.96,29341.0,50340.35
2019-05-03T17:30:00Z,182.91,183.45,182.65,182.9,43373.0,51033.2
2019-05-03T18:30:00Z,182.84,183.19,182.44,182.55,35894.0,50380.75
2019-05-03T19:30:00Z,182.57,183.26,182.51,182.95,56395.0,48850.05
2019-05-06T13:30:00Z,175.11,178.43,174.1,178.16,104360.0,52444.75
2019-05-06T14:30:00Z,178.09,178.86,177.11,177.89,66506.0,53671.0
2019-05-06T15:30:00Z,178.0,178.29,177.32,177.56,59822.0,55425.25
2019-05-06T16:30:00Z,177.61,178.42,177.5,178.42,29212.0,55201.8
2019-05-06T17:30:00Z,178.41,178.99,178.28,178.62,24413.0,53427.95
2019-05-06T18:30:00Z,178.6,180.14,178.55,179.73,60218.0,54215.1
2019-05-06T19:30:00Z,179.78,180.34,179.53,179.84,53596.0,51205.4
2019-05-07T13:30:00Z,177.54,177.54,175.13,175.71,116392.0,52250.45
2019-05-07T14:30:00Z,176.16,176.19,173.91,174.88,95434.0,54497.55
2019-05-07T15:30:00Z,174.92,175.21,173.82,175.08,56987.0,55114.65
2019-05-07T16:30:00Z,175.12,175.18,173.08,173.52,48875.0,55675.25
2019-05-07T17:30:00Z,173.28,173.6,171.81,171.93,58271.0,57160.8
2019-05-07T18:30:00Z,171.99,172.85,171.26,171.89,62820.0,58778.75
2019-05-07T19:30:00Z,171.85,173.15,171.19,173.15,75576.0,57849.9
2019-05-08T13:30:00Z,172.08,176.11,171.64,175.48,90040.0,59938.9
2019-05-08T14:30:00Z,175.75,177.13,174.6,176.38,69738.0,61863.15
2019-05-08T15:30:00Z,176.55,176.62,175.04,175.57,31316.0,61961.9
2019-05-08T16:30:00Z,175.45,176.12,175.11,175.11,27457.0,61166.1
2019-05-08T17:30:00Z,175.11,175.61,174.96,175.46,25795.0,60661.15
2019-05-08T18:30:00Z,175.49,176.14,175.33,176.03,35270.0,59604.9
2019-05-08T19:30:00Z,176.05,176.2,173.85,173.88,56504.0,57212.1
2019-05-09T13:30:00Z,170.83,171.43,165.45,165.68,151481.0,61460.85
2019-05-09T14:30:00Z,165.68,168.14,165.51,166.95,62483.0,61593.9
2019-05-09T15:30:00Z,167.25,169.34,167.03,169.22,90608.0,64663.7
2019-05-09T16:30:00Z,169.25,171.4,169.24,170.12,111315.0,69008.8
2019-05-09T17:30:00Z,170.19,171.35,169.94,170.78,71500.0,69572.9
2019-05-09T18:30:00Z,170.79,171.05,169.15,170.1,72283.0,70507.25
2019-05-09T19:30:00Z,170.09,170.69,169.54,170.19,65005.0,67937.9
2019-05-10T13:30:00Z,168.64,171.54,167.2,168.01,116288.0,68980.6
2019-05-10T14:30:00Z,167.98,167.98,164.82,165.54,124998.0,72381.15
2019-05-10T15:30:00Z,165.47,166.4,164.03,166.03,93896.0,74632.2
2019-05-10T16:30:00Z,166.14,168.24,165.72,167.99,88249.0,76131.1
2019-05-10T17:30:00Z,168.07,169.15,167.6,167.73,71360.0,76558.1
2019-05-10T18:30:00Z,167.7,170.13,167.61,170.01,77858.0,76672.2
2019-05-10T19:30:00Z,170.0,170.01,167.91,168.79,71672.0,75753.8
2019-05-13T13:30:00Z,163.69,164.43,160.62,161.42,158648.0,80199.3
2019-05-13T14:30:00Z,161.13,162.6,160.78,160.96,78671.0,82567.05
2019-05-13T15:30:00Z,160.96,161.3,159.49,160.22,71212.0,84754.8
2019-05-13T16:30:00Z,160.22,160.77,159.44,159.61,68854.0,86907.75
2019-05-13T17:30:00Z,159.55,160.64,159.25,160.0,66210.0,88454.75
2019-05-13T18:30:00Z,160.18,161.1,159.25,159.27,70930.0,89176.05
2019-05-13T19:30:00Z,159.2,159.25,157.83,158.45,96510.0,86427.5
2019-05-14T13:30:00Z,160.02,161.51,158.62,161.32,115628.0,89084.75
2019-05-14T14:30:00Z,161.25,162.09,160.25,161.96,47188.0,86913.75
2019-05-14T15:30:00Z,161.92,162.55,161.63,161.93,52322.0,83964.1
2019-05-14T16:30:00Z,161.95,163.12,161.95,162.87,52279.0,83003.05
2019-05-14T17:30:00Z,162.9,163.44,162.47,163.01,42691.0,81523.45
2019-05-14T18:30:00Z,162.94,163.4,162.3,162.62,55427.0,81044.55
2019-05-14T19:30:00Z,162.6,162.72,161.95,162.04,59106.0,78185.45
2019-05-15T13:30:00Z,160.22,160.29,157.47,160.23,101728.0,77021.95
2019-05-15T14:30:00Z,160.14,160.52,159.36,160.42,59219.0,75288.1
2019-05-15T15:30:00Z,160.46,161.03,160.18,160.43,46513.0,73201.3
2019-05-15T16:30:00Z,160.43,160.69,159.82,160.24,35527.0,71409.65
2019-05-15T17:30:00Z,160.275,160.66,160.2,160.5,46851.0,69859.3
2019-05-15T18:30:00Z,160.53,160.55,159.86,160.31,53169.0,68934.15
2019-05-15T19:30:00Z,160.27,160.43,159.52,159.52,64584.0,64230.95
2019-05-16T13:30:00Z,159.29,160.14,157.68,159.38,137914.0,67193.1
2019-05-16T14:30:00Z,159.44,161.44,159.23,161.03,84569.0,67860.95
2019-05-16T15:30:00Z,161.04,161.86,160.81,161.13,80589.0,68447.7
2019-05-16T16:30:00Z,161.15,161.58,160.48,161.07,68636.0,68569.0
2019-05-16T17:30:00Z,161.08,161.08,159.76,160.62,57024.0,67873.7
2019-05-16T18:30:00Z,160.65,161.29,160.0,160.53,85217.0,67309.05
2019-05-16T19:30:00Z,160.5,160.5,159.76,160.18,54896.0,64272.45
2019-05-17T13:30:00Z,158.34,163.71,157.16,161.64,205305.0,72178.3
2019-05-17T14:30:00Z,161.58,162.84,160.44,161.1,134211.0,76272.75
2019-05-17T15:30:00Z,161.14,161.15,158.97,159.16,98791.0,78598.35
2019-05-17T16:30:00Z,159.15,160.83,159.0,159.92,54690.0,79198.3
2019-05-17T17:30:00Z,160.08,160.17,159.0,159.18,61183.0,79486.1
2019-05-17T18:30:00Z,159.27,159.27,155.4,155.94,115259.0,82293.75
2019-05-17T19:30:00Z,155.9,156.73,154.94,156.61,179406.0,86177.65
2019-05-20T13:30:00Z,152.51,154.73,151.01,152.36,139621.0,90197.75
2019-05-20T14:30:00Z,152.3,153.65,152.17,153.53,63089.0,91026.55
2019-05-20T15:30:00Z,153.6,154.73,153.19,153.98,44175.0,91458.95
2019-05-20T16:30:00Z,153.85,154.47,153.15,153.38,28025.0,90517.65
2019-05-20T17:30:00Z,153.22,153.38,151.65,151.88,45282.0,90123.3
2019-05-20T18:30:00Z,151.93,152.22,150.77,151.84,67703.0,90279.25
2019-05-20T19:30:00Z,151.72,152.45,151.66,151.69,55880.0,86177.55
2019-05-21T13:30:00Z,154.22,154.75,152.73,154.42,86510.0,86274.6
2019-05-21T14:30:00Z,154.47,155.67,154.02,155.5,40522.0,84271.25
2019-05-21T15:30:00Z,155.5,155.5,154.51,154.83,34745.0,82576.7
2019-05-21T16:30:00Z,154.79,155.08,154.68,154.86,26511.0,81051.05
2019-05-21T17:30:00Z,154.82,155.51,154.82,155.46,15682.0,77574.3
2019-05-21T18:30:00Z,155.43,155.63,154.81,155.11,24230.0,76041.0
2019-05-21T19:30:00Z,155.36,155.42,154.9,155.08,31406.0,67346.05
2019-05-22T13:30:00Z,153.37,154.48,152.7,153.06,64293.0,63850.15
2019-05-22T14:30:00Z,152.91,153.01,151.8,152.89,41958.0,61008.5
2019-05-22T15:30:00Z,152.96,153.2,152.32,152.55,28414.0,59694.7
2019-05-22T16:30:00Z,152.54,152.54,151.83,152.04,16493.0,57460.2
2019-05-22T17:30:00Z,152.01,152.62,151.82,152.18,22599.0,52827.2
2019-05-22T18:30:00Z,152.3,153.06,152.3,152.9,22467.0,44980.25
2019-05-22T19:30:00Z,152.88,153.08,152.16,152.17,30107.0,39504.55
2019-05-23T13:30:00Z,149.22,149.28,145.68,147.3,92845.0,40992.35
2019-05-23T14:30:00Z,147.04,147.8,146.5,147.41,45196.0,41043.4
2019-05-23T15:30:00Z,147.4,147.67,146.02,146.59,51281.0,42206.2
2019-05-23T16:30:00Z,146.64,146.64,145.34,145.89,66917.0,43287.95
2019-05-23T17:30:00Z,145.76,146.03,144.94,145.27,42016.0,42003.6
2019-05-23T18:30:00Z,145.28,147.27,145.15,147.1,66221.0,42520.65
2019-05-23T19:30:00Z,147.09,147.46,146.36,147.37,88028.0,42596.55
2019-05-24T13:30:00Z,148.1,149.5,147.01,147.01,79124.0,44526.65
2019-05-24T14:30:00Z,147.14,147.2,146.01,146.5,40127.0,44795.75
2019-05-24T15:30:00Z,146.76,146.89,146.0,146.36,33851.0,45162.75
2019-05-24T16:30:00Z,146.33,146.72,145.62,145.66,24768.0,45617.05
2019-05-24T17:30:00Z,145.61,145.98,145.34,145.69,25270.0,45669.05
2019-05-24T18:30:00Z,145.75,146.23,145.53,145.68,34665.0,45832.0
2019-05-24T19:30:00Z,145.72,145.74,144.89,145.13,62387.0,45736.7
2019-05-28T13:30:00Z,145.72,147.13,143.96,144.51,85769.0,47927.25
2019-05-28T14:30:00Z,144.5,145.25,143.58,144.95,46418.0,48827.45
2019-05-28T15:30:00Z,144.63,145.32,144.24,144.56,29717.0,49488.65
2019-05-28T16:30:00Z,144.67,144.87,144.31,144.51,18903.0,49303.85
2019-05-28T17:30:00Z,144.51,145.28,144.38,144.42,21890.0,49275.0
2019-05-28T18:30:00Z,144.33,144.71,143.49,143.61,40143.0,49776.8
2019-05-28T19:30:00Z,143.55,143.81,143.28,143.32,70894.0,48679.25
2019-05-29T13:30:00Z,141.22,142.59,139.8,142.57,157533.0,54296.1
2019-05-29T14:30:00Z,142.54,142.82,139.97,140.2,74875.0,55475.8
2019-05-29T15:30:00Z,140.21,140.32,138.95,140.18,67940.0,55526.95
2019-05-29T16:30:00Z,140.18,141.6,140.14,141.14,37744.0,55313.35
2019-05-29T17:30:00Z,141.1,141.5,140.05,140.39,39920.0,53998.3
2019-05-29T18:30:00Z,140.35,140.4,139.2,140.22,50416.0,52117.7
2019-05-29T19:30:00Z,140.2,140.68,139.93,140.31,93066.0,52814.8
2019-05-30T13:30:00Z,140.31,141.73,140.07,140.07,56689.0,53642.9
2019-05-30T14:30:00Z,140.28,140.8,139.74,140.28,34327.0,53666.7
2019-05-30T15:30:00Z,140.34,140.45,139.61,139.69,45276.0,54692.1
2019-05-30T16:30:00Z,139.74,140.29,139.12,139.32,46341.0,55745.65
2019-05-30T17:30:00Z,139.35,139.35,137.71,138.04,54300.0,56727.4
2019-05-30T18:30:00Z,138.0,138.89,137.58,138.81,50032.0,56109.65
2019-05-30T19:30:00Z,138.8,139.32,138.66,139.09,64796.0,55061.0
2019-05-31T13:30:00Z,136.99,138.4,136.22,138.29,98084.0,57644.3
2019-05-31T14:30:00Z,138.18,138.29,137.28,137.97,45942.0,58455.55
2019-05-31T15:30:00Z,137.91,137.92,136.63,136.64,48406.0,59930.7
2019-05-31T16:30:00Z,136.69,136.96,136.45,136.85,27427.0,60207.55
2019-05-31T17:30:00Z,136.79,137.15,136.34,136.38,67093.0,61555.05
2019-05-31T18:30:00Z,136.36,136.52,135.72,135.9,94005.0,62710.6
2019-05-31T19:30:00Z,135.85,135.94,135.4,135.44,115344.0,60601.15
2019-06-03T13:30:00Z,136.0,137.4,135.76,136.21,80279.0,60871.35
2019-06-03T14:30:00Z,136.35,136.41,135.41,135.86,59580.0,60453.35
2019-06-03T15:30:00Z,135.8,136.05,133.82,133.82,77276.0,62429.95
2019-06-03T16:30:00Z,133.89,135.11,133.69,134.69,43739.0,62620.9
2019-06-03T17:30:00Z,134.72,134.82,133.5,133.88,31425.0,61671.35
2019-06-03T18:30:00Z,134.05,134.24,132.71,132.86,74694.0,60752.75
2019-06-03T19:30:00Z,132.85,133.82,132.62,133.77,124669.0,64151.75
2019-06-04T13:30:00Z,136.36,139.45,135.54,139.25,124700.0,68670.4
2019-06-04T14:30:00Z,139.27,141.22,138.69,141.0,117828.0,72298.0
2019-06-04T15:30:00Z,141.05,141.17,140.21,140.685,75140.0,73737.95
2019-06-04T16:30:00Z,140.7,141.92,140.15,141.8,55075.0,73776.7
2019-06-04T17:30:00Z,141.79,142.36,141.4,142.13,60798.0,74315.0
2019-06-04T18:30:00Z,142.25,142.62,141.79,142.29,80125.0,75081.45
2019-06-04T19:30:00Z,142.32,143.19,142.06,143.0,78697.0,74112.1
2019-06-05T13:30:00Z,146.0,146.18,140.92,141.03,191149.0,81372.45
2019-06-05T14:30:00Z,140.91,141.48,139.83,141.23,78298.0,82867.05
2019-06-05T15:30:00Z,141.26,141.42,140.36,141.06,54341.0,84212.75
2019-06-05T16:30:00Z,141.04,141.445,140.53,141.15,39649.0,82840.55
2019-06-05T17:30:00Z,141.19,141.44,140.16,140.16,54241.0,80852.35
2019-06-05T18:30:00Z,140.18,140.76,139.95,140.51,84913.0,79330.8
2019-06-05T19:30:00Z,140.51,141.36,140.1,141.29,67154.0,78674.55
2019-06-06T13:30:00Z,141.45,143.87,141.45,142.55,104938.0,80942.45
2019-06-06T14:30:00Z,142.55,143.03,142.05,142.74,59860.0,80071.65
2019-06-06T15:30:00Z,142.73,142.95,142.0,142.17,45630.0,80166.2
2019-06-06T16:30:00Z,142.08,142.67,142.08,142.3,41603.0,80675.1
2019-06-06T17:30:00Z,142.36,142.54,142.2,142.23,31433.0,78512.05
2019-06-06T18:30:00Z,142.31,144.5,142.31,144.42,84610.0,76509.1
2019-06-06T19:30:00Z,144.42,144.77,143.58,143.79,107790.0,75663.6
2019-06-07T13:30:00Z,144.0,145.3,143.41,145.15,69584.0,73251.4
2019-06-07T14:30:00Z,145.19,146.71,144.87,145.55,67310.0,72859.9
2019-06-07T15:30:00Z,145.54,146.8,145.52,146.8,43199.0,72266.1
2019-06-07T16:30:00Z,146.8,146.8,146.15,146.4,40902.0,71271.3
2019-06-07T17:30:00Z,146.46,146.88,146.31,146.48,49832.0,69756.65
2019-06-07T18:30:00Z,146.51,146.56,145.75,146.0,60293.0,68836.45
2019-06-07T19:30:00Z,145.98,146.02,145.37,145.49,75143.0,63036.15
2019-06-10T13:30:00Z,148.1,150.96,148.1,149.9,83135.0,63278.0
2019-06-10T14:30:00Z,149.98,150.51,149.42,150.12,51388.0,63130.35
